Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
SVC,0.8443,0.8711,0.8443,0.8106,0.8629,0.8844,0.8629,0.8542,0.8665,0.8866,0.8665,0.8584,0.8797,not-balanced,100,10,10,5,348,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0003, 'anger': 0.001, 'anticipation': 0.0001, 'trust': 0.002, 'surprise': 0.0048, 'sadness': 0.0008, 'disgust': 0.0018, 'joy': 0.0016, 'a_score': 0.2912}",SVC(probability=True)
SVC,0.8624,0.8837,0.8624,0.836,0.8597,0.8816,0.8597,0.8507,0.8665,0.8855,0.8665,0.8586,0.8704,not-balanced,100,10,5,1,740,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0008, 'anger': 0.0009, 'anticipation': 0.0046, 'trust': 0.0054, 'surprise': 0.0039, 'sadness': 0.0002, 'disgust': 0.0016, 'joy': 0.0014, 'a_score': 0.2962}",SVC(probability=True)
SVC,0.8572,0.8798,0.8572,0.828,0.8592,0.8817,0.8592,0.8502,0.8664,0.8857,0.8664,0.8585,0.8834,not-balanced,100,10,10,2,50,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0013, 'anger': 0.0012, 'anticipation': 0.0013, 'trust': 0.0051, 'surprise': 0.0035, 'sadness': 0.0009, 'disgust': 0.0003, 'joy': 0.0009, 'a_score': 0.2917}",SVC(probability=True)
SVC,0.8632,0.8844,0.8632,0.8358,0.859,0.8814,0.859,0.8502,0.8664,0.8853,0.8664,0.8586,0.8695,not-balanced,100,10,3,5,394,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0005, 'anger': 0.0008, 'anticipation': 0.0036, 'trust': 0.0051, 'surprise': 0.0036, 'sadness': 0.0005, 'disgust': 0.0011, 'joy': 0.0009, 'a_score': 0.2925}",SVC(probability=True)
SVC,0.8529,0.8768,0.8529,0.8231,0.8612,0.8841,0.8612,0.8521,0.8664,0.8858,0.8664,0.8585,0.8797,not-balanced,100,10,2,3,634,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0008, 'anger': 0.0014, 'anticipation': 0.0012, 'trust': 0.0052, 'surprise': 0.0032, 'sadness': 0.0008, 'disgust': 0.0009, 'joy': 0.0009, 'a_score': 0.2948}",SVC(probability=True)
SVC,0.8618,0.8828,0.8618,0.8355,0.8608,0.8815,0.8608,0.8521,0.8662,0.885,0.8662,0.8584,0.888,not-balanced,100,10,4,4,186,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0002, 'anger': 0.0005, 'anticipation': 0.0043, 'trust': 0.0045, 'surprise': 0.0023, 'sadness': -0.0, 'disgust': 0.0011, 'joy': 0.0028, 'a_score': 0.2924}",SVC(probability=True)
SVC,0.8622,0.8841,0.8622,0.8351,0.8604,0.8819,0.8604,0.8517,0.8661,0.8854,0.8661,0.8582,0.8785,not-balanced,100,10,6,4,874,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0016, 'anger': 0.0006, 'anticipation': 0.0016, 'trust': 0.0056, 'surprise': 0.0038, 'sadness': 0.0008, 'disgust': 0.0005, 'joy': 0.0009, 'a_score': 0.2924}",SVC(probability=True)
SVC,0.8547,0.8709,0.8547,0.8282,0.8594,0.8795,0.8594,0.8507,0.8661,0.8843,0.8661,0.8585,0.903,not-balanced,100,10,9,2,886,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0007, 'anger': 0.0006, 'anticipation': 0.0036, 'trust': 0.0046, 'surprise': 0.0029, 'sadness': 0.004, 'disgust': 0.0012, 'joy': 0.0035, 'a_score': 0.2913}",SVC(probability=True)
SVC,0.858,0.8799,0.858,0.8294,0.8564,0.8796,0.8564,0.847,0.866,0.8852,0.866,0.8582,0.876,not-balanced,100,10,2,5,141,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0003, 'anger': 0.0009, 'anticipation': 0.001, 'trust': 0.0049, 'surprise': 0.0036, 'sadness': 0.0006, 'disgust': 0.0024, 'joy': 0.0011, 'a_score': 0.2956}",SVC(probability=True)
SVC,0.8584,0.8791,0.8584,0.8312,0.8616,0.8822,0.8616,0.8531,0.866,0.8852,0.866,0.8582,0.8956,not-balanced,100,10,8,1,702,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0004, 'anger': 0.0005, 'anticipation': 0.0042, 'trust': 0.0042, 'surprise': 0.0035, 'sadness': 0.0007, 'disgust': 0.0005, 'joy': 0.003, 'a_score': 0.2916}",SVC(probability=True)
SVC,0.8605,0.8815,0.8605,0.8327,0.8562,0.8778,0.8562,0.8471,0.866,0.8848,0.866,0.8581,0.887,not-balanced,100,10,7,2,485,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0006, 'anger': 0.0014, 'anticipation': 0.004, 'trust': 0.0059, 'surprise': 0.0044, 'sadness': 0.0013, 'disgust': 0.0009, 'joy': 0.0017, 'a_score': 0.2976}",SVC(probability=True)
SVC,0.8521,0.8762,0.8521,0.8215,0.8625,0.8838,0.8625,0.854,0.866,0.8853,0.866,0.858,0.8775,not-balanced,100,10,6,2,87,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0004, 'anger': 0.0007, 'anticipation': 0.0018, 'trust': 0.0052, 'surprise': 0.0016, 'sadness': 0.0008, 'disgust': 0.0025, 'joy': 0.0017, 'a_score': 0.289}",SVC(probability=True)
SVC,0.8607,0.881,0.8607,0.8353,0.8611,0.881,0.8611,0.8523,0.866,0.8844,0.866,0.8583,0.8857,not-balanced,100,10,3,1,658,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0009, 'anger': 0.0006, 'anticipation': 0.0044, 'trust': 0.0045, 'surprise': 0.0041, 'sadness': 0.0035, 'disgust': 0.0009, 'joy': 0.0035, 'a_score': 0.2937}",SVC(probability=True)
SVC,0.8436,0.8711,0.8436,0.8091,0.8585,0.8812,0.8585,0.8493,0.8659,0.8858,0.8659,0.8578,0.8802,not-balanced,100,10,1,2,410,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0011, 'anger': 0.001, 'anticipation': 0.0014, 'trust': 0.0022, 'surprise': 0.0055, 'sadness': 0.0007, 'disgust': 0.0021, 'joy': 0.0012, 'a_score': 0.2947}",SVC(probability=True)
SVC,0.8653,0.8842,0.8653,0.8392,0.8537,0.876,0.8537,0.8443,0.8659,0.8844,0.8659,0.8581,0.8774,not-balanced,100,10,5,5,864,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0003, 'anger': 0.001, 'anticipation': 0.0041, 'trust': 0.0047, 'surprise': 0.0034, 'sadness': 0.0002, 'disgust': 0.0011, 'joy': 0.003, 'a_score': 0.2963}",SVC(probability=True)
SVC,0.86,0.8806,0.86,0.8329,0.8615,0.8813,0.8615,0.8532,0.8659,0.8843,0.8659,0.8581,0.8875,not-balanced,100,10,1,5,366,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0008, 'anger': 0.001, 'anticipation': 0.0041, 'trust': 0.0046, 'surprise': 0.0035, 'sadness': 0.0037, 'disgust': 0.001, 'joy': 0.0015, 'a_score': 0.2892}",SVC(probability=True)
SVC,0.8594,0.8805,0.8594,0.8332,0.8631,0.8835,0.8631,0.8544,0.8658,0.8844,0.8658,0.858,0.8949,not-balanced,100,10,9,3,438,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0011, 'anger': 0.0034, 'anticipation': 0.004, 'trust': 0.0045, 'surprise': 0.003, 'sadness': 0.0031, 'disgust': 0.002, 'joy': 0.0014, 'a_score': 0.2953}",SVC(probability=True)
SVC,0.862,0.8828,0.862,0.8359,0.8593,0.8786,0.8593,0.8506,0.8656,0.8838,0.8656,0.8579,0.8864,not-balanced,100,10,3,2,843,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0011, 'anger': 0.0014, 'anticipation': 0.0041, 'trust': 0.0049, 'surprise': 0.0031, 'sadness': 0.0039, 'disgust': 0.0013, 'joy': 0.0041, 'a_score': 0.2966}",SVC(probability=True)
SVC,0.8601,0.8784,0.8601,0.8346,0.8588,0.88,0.8588,0.8497,0.8656,0.8839,0.8656,0.8579,0.8782,not-balanced,100,10,5,2,39,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0004, 'anger': 0.0014, 'anticipation': 0.004, 'trust': 0.0045, 'surprise': 0.0038, 'sadness': 0.0034, 'disgust': 0.0015, 'joy': 0.0032, 'a_score': 0.2951}",SVC(probability=True)
SVC,0.8497,0.875,0.8497,0.8175,0.8555,0.8785,0.8555,0.846,0.8655,0.8851,0.8655,0.8575,0.8774,not-balanced,100,10,1,3,67,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0016, 'anger': 0.0011, 'anticipation': 0.0008, 'trust': 0.0053, 'surprise': 0.0056, 'sadness': 0.0018, 'disgust': 0.0024, 'joy': 0.0014, 'a_score': 0.2912}",SVC(probability=True)
SVC,0.8598,0.8802,0.8598,0.8327,0.8604,0.8797,0.8604,0.8521,0.8654,0.8834,0.8654,0.8578,0.8958,not-balanced,100,10,2,2,819,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0027, 'anger': 0.0007, 'anticipation': 0.0038, 'trust': 0.004, 'surprise': 0.0034, 'sadness': 0.0028, 'disgust': 0.0009, 'joy': 0.0029, 'a_score': 0.2932}",SVC(probability=True)
SVC,0.8445,0.872,0.8445,0.8122,0.8623,0.8841,0.8623,0.8533,0.8654,0.8853,0.8654,0.8573,0.8777,not-balanced,100,10,1,1,806,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0013, 'anger': 0.0033, 'anticipation': 0.0008, 'trust': 0.0054, 'surprise': 0.0013, 'sadness': 0.0017, 'disgust': 0.0025, 'joy': 0.0013, 'a_score': 0.2921}",SVC(probability=True)
SVC,0.8633,0.8828,0.8633,0.8373,0.8562,0.8778,0.8562,0.847,0.8651,0.8831,0.8651,0.8574,0.8849,not-balanced,100,10,9,5,955,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0027, 'anger': 0.0006, 'anticipation': 0.0036, 'trust': 0.0047, 'surprise': 0.0036, 'sadness': 0.003, 'disgust': 0.0005, 'joy': 0.0026, 'a_score': 0.2939}",SVC(probability=True)
SVC,0.8441,0.8542,0.8441,0.8183,0.835,0.8433,0.835,0.8268,0.8444,0.8519,0.8444,0.8376,0.8986,not-balanced,100,10,6,1,519,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0, 'anger': 0.0004, 'anticipation': 0.0007, 'trust': 0.0008, 'surprise': 0.0013, 'sadness': 0.0004, 'disgust': 0.0001, 'joy': 0.0003, 'a_score': 0.2813}",SVC(probability=True)
SVC,0.8577,0.8757,0.8577,0.8325,0.8362,0.8444,0.8362,0.828,0.8442,0.8516,0.8442,0.8373,0.8924,not-balanced,100,10,4,3,483,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0001, 'anger': -0.0013, 'anticipation': 0.0006, 'trust': 0.0009, 'surprise': 0.0006, 'sadness': 0.0004, 'disgust': -0.0006, 'joy': 0.0011, 'a_score': 0.281}",SVC(probability=True)
SVC,0.8425,0.8553,0.8425,0.8159,0.841,0.8477,0.841,0.8337,0.8442,0.8516,0.8442,0.8373,0.897,not-balanced,100,10,4,5,791,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0024, 'anger': 0.0003, 'anticipation': 0.0008, 'trust': 0.0011, 'surprise': 0.0009, 'sadness': 0.0001, 'disgust': 0.0, 'joy': 0.0009, 'a_score': 0.2765}",SVC(probability=True)
SVC,0.8389,0.8486,0.8389,0.8133,0.8398,0.8471,0.8398,0.8319,0.844,0.8514,0.844,0.8372,0.8989,not-balanced,100,10,7,4,537,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0003, 'anger': 0.0013, 'anticipation': 0.0008, 'trust': 0.0009, 'surprise': 0.0003, 'sadness': 0.0006, 'disgust': 0.0009, 'joy': 0.001, 'a_score': 0.278}",SVC(probability=True)
SVC,0.8539,0.8701,0.8539,0.8283,0.8371,0.8452,0.8371,0.8291,0.8439,0.8513,0.8439,0.8369,0.8901,not-balanced,100,10,2,1,507,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0002, 'anger': -0.0014, 'anticipation': 0.0008, 'trust': 0.0005, 'surprise': 0.0007, 'sadness': -0.0005, 'disgust': 0.0001, 'joy': 0.0002, 'a_score': 0.2783}",SVC(probability=True)
SVC,0.8421,0.8523,0.8421,0.815,0.8366,0.8445,0.8366,0.829,0.8437,0.851,0.8437,0.8368,0.888,not-balanced,100,10,10,1,608,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0003, 'anger': 0.0001, 'anticipation': 0.001, 'trust': 0.0011, 'surprise': 0.0009, 'sadness': 0.0007, 'disgust': -0.0001, 'joy': 0.001, 'a_score': 0.275}",SVC(probability=True)
SVC,0.8485,0.862,0.8485,0.8223,0.836,0.8436,0.836,0.8282,0.8434,0.8505,0.8434,0.8366,0.8973,not-balanced,100,10,8,5,276,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0001, 'anger': 0.0008, 'anticipation': 0.0009, 'trust': 0.0015, 'surprise': 0.0018, 'sadness': 0.0001, 'disgust': -0.0005, 'joy': 0.0013, 'a_score': 0.2771}",SVC(probability=True)
SVC,0.8376,0.8677,0.8376,0.8007,0.837,0.8676,0.837,0.8236,0.8399,0.8693,0.8399,0.827,0.8793,not-balanced,100,10,5,3,891,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0005, 'anger': -0.0007, 'anticipation': -0.0028, 'trust': -0.0011, 'surprise': -0.0007, 'sadness': -0.0022, 'disgust': 0.0004, 'joy': -0.0004, 'a_score': 0.2592}",SVC(probability=True)
SVC,0.8376,0.8671,0.8376,0.8013,0.8335,0.8663,0.8335,0.819,0.839,0.8686,0.839,0.8258,0.8794,not-balanced,100,10,7,1,180,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0005, 'anger': 0.0011, 'anticipation': -0.0025, 'trust': -0.0002, 'surprise': -0.0007, 'sadness': -0.0018, 'disgust': 0.0007, 'joy': -0.0003, 'a_score': 0.2634}",SVC(probability=True)
SVC,0.8381,0.8673,0.8381,0.8007,0.837,0.8671,0.837,0.8239,0.8378,0.8667,0.8378,0.8246,0.8749,not-balanced,100,10,2,4,549,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0008, 'anger': -0.0007, 'anticipation': -0.002, 'trust': -0.0007, 'surprise': 0.0013, 'sadness': -0.003, 'disgust': 0.0001, 'joy': -0.0006, 'a_score': 0.2576}",SVC(probability=True)
SVC,0.8345,0.8647,0.8345,0.7954,0.8321,0.8642,0.8321,0.818,0.8374,0.8673,0.8374,0.8241,0.8824,not-balanced,100,10,3,3,149,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0009, 'anger': 0.0013, 'anticipation': 0.0008, 'trust': 0.0011, 'surprise': -0.0001, 'sadness': -0.0009, 'disgust': 0.0007, 'joy': 0.0018, 'a_score': 0.2554}",SVC(probability=True)
SVC,0.8319,0.8639,0.8319,0.7926,0.8346,0.8653,0.8346,0.8208,0.8364,0.8669,0.8364,0.8228,0.881,not-balanced,100,10,4,2,231,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0005, 'anger': 0.0014, 'anticipation': 0.001, 'trust': 0.0, 'surprise': 0.0013, 'sadness': -0.0025, 'disgust': 0.0003, 'joy': 0.0017, 'a_score': 0.2558}",SVC(probability=True)
SVC,0.8358,0.8661,0.8358,0.7972,0.8305,0.8616,0.8305,0.8165,0.8358,0.8657,0.8358,0.8222,0.8754,not-balanced,100,10,9,1,364,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0016, 'anger': 0.0014, 'anticipation': -0.0027, 'trust': -0.0005, 'surprise': 0.0013, 'sadness': 0.0014, 'disgust': 0.0013, 'joy': 0.0014, 'a_score': 0.2544}",SVC(probability=True)
SVC,0.8329,0.8648,0.8329,0.7934,0.8332,0.866,0.8332,0.8189,0.8357,0.867,0.8357,0.8217,0.8787,not-balanced,100,10,3,4,794,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0008, 'anger': 0.0015, 'anticipation': -0.0027, 'trust': 0.0001, 'surprise': -0.0009, 'sadness': 0.0012, 'disgust': 0.0007, 'joy': 0.0012, 'a_score': 0.2504}",SVC(probability=True)
SVC,0.8322,0.8639,0.8322,0.7938,0.8319,0.863,0.8319,0.8174,0.8346,0.8654,0.8346,0.8206,0.884,not-balanced,100,10,5,4,722,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0006, 'anger': 0.0018, 'anticipation': -0.0, 'trust': 0.0003, 'surprise': 0.0015, 'sadness': 0.001, 'disgust': 0.0004, 'joy': 0.0007, 'a_score': 0.254}",SVC(probability=True)
SVC,0.8303,0.8626,0.8303,0.7913,0.837,0.8664,0.837,0.8236,0.8343,0.8648,0.8343,0.8204,0.8772,not-balanced,100,10,8,4,344,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0009, 'anger': 0.0017, 'anticipation': 0.0003, 'trust': -0.0006, 'surprise': 0.0012, 'sadness': 0.001, 'disgust': 0.0008, 'joy': 0.0015, 'a_score': 0.2532}",SVC(probability=True)
SVC,0.8406,0.8689,0.8406,0.8045,0.8263,0.8604,0.8263,0.8108,0.8338,0.8639,0.8338,0.8199,0.8826,not-balanced,100,10,8,3,611,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0007, 'anger': 0.0013, 'anticipation': -0.0024, 'trust': 0.0029, 'surprise': -0.0007, 'sadness': 0.0003, 'disgust': 0.0005, 'joy': 0.001, 'a_score': 0.2596}",SVC(probability=True)
